product_code,cpu_cores,cpu_freq,cpu_name,height,screen,width,maker_code,maker_name,memory_ram,memory_rom,name_ID,os_type,os_version,url_icon,url_photo,study_work,entertainment
ISW12HT,2,1.2,Qualcomm Snapdragon MSM8660,960.0,4.3,540.0,ht,HTC,1024.0,4096.0,htc EVO 3D,android,4,/static/images/icons/ISW12HT.jpg,/static/images/phones/ISW12HT.jpg,0,0
ISW13F,4,1.5,NVIDIA Tegra 3 AP33,1280.0,4.6,720.0,f,Fujitsu,1024.0,16384.0,ARROWS Z,android,4,/static/images/icons/ISW13F.jpg,/static/images/phones/ISW13F.jpg,0,0
ISW13HT,2,1.5,Qualcomm Snapdragon MSM8660A,960.0,4.3,540.0,ht,HTC,1024.0,16384.0,HTC J,android,4,/static/images/icons/ISW13HT.jpg,/static/images/phones/ISW13HT.jpg,0,0
ISW16SH,2,1.5,Qualcomm Snapdragon MSM8660A,1280.0,4.6,720.0,sh,SHARP,1024.0,16384.0,AQUOS PHONE SERIE,android,4,/static/images/icons/ISW16SH.jpg,/static/images/phones/ISW16SH.jpg,0,0
K013,4,1.33,Intel Atom Z3745,800.0,7.0,1280.0,as,ASUS,1024.0,16384.0,ASUS MeMO Pad 7,android,4.4.2,/static/images/icons/K013.jpg,/static/images/phones/K013.jpg,0,0
KC-01,4,1.2,Qualcomm Snapdragon 400 MSM8926,960.0,4.5,540.0,k,KYOCERA,1536.0,8192.0,KC-01,android,4.4,/static/images/icons/KC-01.jpg,/static/images/phones/KC-01.jpg,0,0
KFTHWI,4,2.2,Qualcomm Snapdragon 800,1200.0,7.0,1920.0,,Amazon,2048.0,16384.0,Kindle Fire HDX 7,android,4.2.2,/static/images/icons/KFTHWI.jpg,/static/images/phones/KFTHWI.jpg,1,1
KYL21,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.7,720.0,k,KYOCERA,1024.0,16384.0,DIGNO S,android,4,/static/images/icons/KYL21.jpg,/static/images/phones/KYL21.jpg,0,0
KYL22,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,k,KYOCERA,2048.0,32768.0,DIGNO M ,android,4.2,/static/images/icons/KYL22.jpg,/static/images/phones/KYL22.jpg,1,1
KYL23,4,1.2,Qualcomm Snapdragon 400 MSM8926,960.0,4.5,540.0,k,KYOCERA,1536.0,8192.0,miraie,android,4.4,/static/images/icons/KYL23.jpg,/static/images/phones/KYL23.jpg,0,0
KYV31,4,2.3,Qualcomm、Snapdragon 801 MSM8974AB,1920.0,5.0,1080.0,k,KYOCERA,2048.0,16384.0,URBANO V01,android,4.4,/static/images/icons/KYV31.jpg,/static/images/phones/KYV31.jpg,1,1
KYV32,4,2.3,Qualcomm Snapdragon 800 MSM8974AB,1920.0,5.0,1080.0,k,KYOCERA,2048.0,16384.0,BASIO,android,4.4,/static/images/icons/KYV32.jpg,/static/images/phones/KYV32.jpg,1,1
KYV33,4,2.3,Qualcomm Snapdragon 800 MSM8974AB,1920.0,4.5,1080.0,k,KYOCERA,2048.0,16384.0,INFOBAR A03,android,4.4,/static/images/icons/KYV33.jpg,/static/images/phones/KYV33.jpg,0,0
KYV35,4,1.4,Qualcomm Snapdragon 400 MSM8928,1280.0,4.7,720.0,k,KYOCERA,2048.0,16384.0,TORQUE G02,android,5.1,/static/images/icons/KYV35.jpg,/static/images/phones/KYV35.jpg,0,0
KYV36,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280.0,5.0,720.0,k,KYOCERA,2048.0,16384.0,DIGNO rafre,android,5.1,/static/images/icons/KYV36.jpg,/static/images/phones/KYV36.jpg,0,0
KYY22,2,1.5,Qualcomm Snapdragon S4 Pro MSM8960,1280.0,4.7,720.0,k,KYOCERA,2048.0,16384.0,URBANO L02,android,4.2,/static/images/icons/KYY22.jpg,/static/images/phones/KYY22.jpg,0,0
KYY23,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920.0,5.0,1080.0,k,KYOCERA,2048.0,16384.0,URBANO,android,4.4,/static/images/icons/KYY23.jpg,/static/images/phones/KYY23.jpg,1,1
KYY24,4,1.4,Qualcomm Snapdragon 400 MSM8928,1280.0,4.5,720.0,k,KYOCERA,2048.0,16384.0,TORQUE,android,4.4,/static/images/icons/KYY24.jpg,/static/images/phones/KYY24.jpg,0,0
L-01D,2,1.5,Qualcomm Snapdragon APQ8060,1280.0,4.5,720.0,l,LG,1024.0,4096.0,Optimus LTE,android,4,/static/images/icons/L-01D.jpg,/static/images/phones/L-01D.jpg,0,0
L-01E,4,1.5,Qualcomm Snapdragon APQ8064,1280.0,4.7,720.0,l,LG,2048.0,16384.0,Optimus G,android,4.1,/static/images/icons/L-01E.jpg,/static/images/phones/L-01E.jpg,0,0
L-01F,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.2,1080.0,l,LG,2048.0,32768.0,G2,android,4.2,/static/images/icons/L-01F.jpg,/static/images/phones/L-01F.jpg,1,1
L-02D,2,1.0,Texas Instruments OMAP4430,800.0,4.3,480.0,l,LG,1024.0,16384.0,PRADA phone,android,4,/static/images/icons/L-02D.jpg,/static/images/phones/L-02D.jpg,0,0
L-02E,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.5,720.0,l,LG,1024.0,8192.0,Optimus LIFE,android,4.1,/static/images/icons/L-02E.jpg,/static/images/phones/L-02E.jpg,0,0
L-04E,4,1.7,Qualcomm Snapdragon S4 Pro APQ8064,1920.0,5.0,1080.0,l,LG,2048.0,32768.0,Optimus G pro,android,4.1,/static/images/icons/L-04E.jpg,/static/images/phones/L-04E.jpg,1,1
L-05D,2,1.5,Qualcomm Snapdragon MSM8960,800.0,4.0,480.0,l,LG,1024.0,8192.0,Optimus it,android,4.1,/static/images/icons/L-05D.jpg,/static/images/phones/L-05D.jpg,0,0
L-05E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280.0,4.5,720.0,l,LG,2048.0,32768.0,Optimus it,android,4.2,/static/images/icons/L-05E.jpg,/static/images/phones/L-05E.jpg,0,0
L-06D,2,1.5,Qualcomm Snapdragon APQ8060,1024.0,5.0,768.0,l,LG,1024.0,32768.0,Optimus Vu,android,4,/static/images/icons/L-06D.jpg,/static/images/phones/L-06D.jpg,0,0
L-06D_JOJO,2,1.5,Qualcomm Snapdragon APQ8060,1024.0,5.0,768.0,l,LG,1024.0,32768.0,L-06D JOJO,android,4,/static/images/icons/L-06D_JOJO.jpg,/static/images/phones/L-06D_JOJO.jpg,0,0
L-07C,1,1.0,Texas Instruments OMAP3630,800.0,4.0,480.0,l,LG,512.0,4096.0,Optimus bright,android,2.3,/static/images/icons/L-07C.jpg,/static/images/phones/L-07C.jpg,0,0
L01,2,1.5,Qualcomm Snapdragon S4 Plus MSM8960,1280.0,4.7,720.0,k,KYOCERA,2048.0,16384.0,URBANO,android,4.2,/static/images/icons/L01.jpg,/static/images/phones/L01.jpg,0,0
LG-F320K,4,2.26,Qualcomm MSM8974 Snapdragon 800,1920.0,5.2,1080.0,,LG,2048.0,8192.0,LG Optimus S G2 LTE-A,android,4.2.2,/static/images/icons/LG-F320K.jpg,/static/images/phones/LG-F320K.jpg,0,0
LG-F400S,4,2.5,Krait 400,2560.0,5.5,1440.0,,LG,2048.0,16384.0,LG G3,android,4.4.2,/static/images/icons/LG-F400S.jpg,/static/images/phones/LG-F400S.jpg,1,1
LGL21,4,1.5,Qualcomm Snapdragon APQ8064,1280.0,4.7,720.0,l,LG,2048.0,16384.0,Optimus G,android,4,/static/images/icons/LGL21.jpg,/static/images/phones/LGL21.jpg,0,0
LGL22,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.2,1080.0,l,LG,2048.0,32768.0,isai,android,4.4,/static/images/icons/LGL22.jpg,/static/images/phones/LGL22.jpg,1,1
LGL23,4,2.3,Qualcomm Snapdragon 800 MSM8974,1280.0,6.0,720.0,l,LG,2048.0,32768.0,G Flex,android,4.2,/static/images/icons/LGL23.jpg,/static/images/phones/LGL23.jpg,1,1
LGL24,4,2.4,Qualcomm Snapdragon 801 MSM8974AC,2560.0,5.5,1440.0,l,LG,2048.0,32768.0,isai FL,android,5,/static/images/icons/LGL24.jpg,/static/images/phones/LGL24.jpg,1,1
LGL25,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,4.7,720.0,l,LG,1536.0,16384.0,Fx0,,2,/static/images/icons/LGL25.jpg,/static/images/phones/LGL25.jpg,0,0
LGV31,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,2560.0,5.5,1440.0,l,LG,3072.0,32768.0,isai VL,android,5,/static/images/icons/LGV31.jpg,/static/images/phones/LGV31.jpg,1,1
LGV32,6,1.8,Qualcomm Snapdragon 808 MSM8992,2560.0,5.5,1440.0,l,LG,3072.0,32768.0,isai vivid,android,5.1,/static/images/icons/LGV32.jpg,/static/images/phones/LGV32.jpg,1,1
LG_G2_mini,4,1.2,Qualcomm Snapdragon 400 MSM8226,960.0,4.7,540.0,l,LG,1024.0,8192.0,LG G2 mini,android,4.4,/static/images/icons/LG_G2_mini.jpg,/static/images/phones/LG_G2_mini.jpg,0,0
LG_G3_Beat,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,5.0,720.0,l,LG,1024.0,8192.0,LG G3 Beat,android,4.4,/static/images/icons/LG_G3_Beat.jpg,/static/images/phones/LG_G3_Beat.jpg,0,0
LINEAGE,4,1.3,ARM Cortex-A7,960.0,5.0,540.0,po,Polaroid,1024.0,4096.0,LINEAGE,android,4.2,/static/images/icons/LINEAGE.jpg,/static/images/phones/LINEAGE.jpg,0,0
Liquid_Z200,2,1.0,MediaTek MT6572M,800.0,4.0,480.0,ac,Acer,512.0,4096.0,Liquid Z200,android,4.4,/static/images/icons/Liquid_Z200.jpg,/static/images/phones/Liquid_Z200.jpg,0,0
Liquid_Z330,4,1.1,Qualcomm Snapdragon 210 MSM8909,854.0,4.5,480.0,ac,Acer,1024.0,8192.0,Liquid Z330,android,5.1,/static/images/icons/Liquid_Z330.jpg,/static/images/phones/Liquid_Z330.jpg,0,0
Liquid_Z530,4,1.3,Mediatek MT6735,1280.0,5.0,720.0,ac,Acer,2048.0,16384.0,Liquid Z530,android,5.1,/static/images/icons/Liquid_Z530.jpg,/static/images/phones/Liquid_Z530.jpg,0,0
MI_3W,4,2.3,Qualcomm MSM8274AB Snapdragon 801,1080.0,5.0,1920.0,,Xiaomi,2048.0,16384.0,Xiaomi Mi 3,android,4.4.2,/static/images/icons/MI_3W.jpg,/static/images/phones/MI_3W.jpg,1,1
MI_4W,4,2.5,Qualcomm Snapdragon 801,1920.0,5.0,1080.0,,Xiaomi,3072.0,16384.0,Xiaomi Mi 4,android,4.4.4,/static/images/icons/MI_4W.jpg,/static/images/phones/MI_4W.jpg,1,1
Mate_S,8,2.2,Hisilicon Kirin935,1920.0,5.5,1080.0,hw,Huawei,3072.0,131072.0,Mate S,android,5.1,/static/images/icons/Mate_S.jpg,/static/images/phones/Mate_S.jpg,1,1
N-01D,1,1.4,Qualcomm Snapdragon MSM8255,800.0,4.0,480.0,n,NEC,512.0,2048.0,MEDIAS PP,android,2.3,/static/images/icons/N-01D.jpg,/static/images/phones/N-01D.jpg,0,0
N-02E,2,1.5,Qualcomm Snapdragon MSM8960,800.0,4.0,480.0,n,NEC,1024.0,8192.0,MEDIAS U,android,4.1,/static/images/icons/N-02E.jpg,/static/images/phones/N-02E.jpg,0,0
N-02E_ONE_PIECE,2,1.5,Qualcomm Snapdragon MSM8960,800.0,4.0,480.0,n,NEC,1024.0,8192.0,N-02E,android,4.1,/static/images/icons/N-02E_ONE_PIECE.jpg,/static/images/phones/N-02E_ONE_PIECE.jpg,0,0
N-03E,4,1.5,Qualcomm Snapdragon APQ8064,1280.0,4.7,720.0,n,NEC,2048.0,32768.0,Disney Mobile on docomo,android,4.1,/static/images/icons/N-03E.jpg,/static/images/phones/N-03E.jpg,0,0
N-04D,2,1.2,Qualcomm Snapdragon APQ8060,1280.0,4.3,720.0,n,NEC,1024.0,16384.0,MEDIAS LTE,android,4,/static/images/icons/N-04D.jpg,/static/images/phones/N-04D.jpg,0,0
N-04E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280.0,4.7,720.0,n,NEC,2048.0,32768.0,MEDIAS X,android,4.1,/static/images/icons/N-04E.jpg,/static/images/phones/N-04E.jpg,0,0
N-05D,2,1.5,Qualcomm Snapdragon MSM8260,1280.0,4.3,720.0,n,NEC,1024.0,4096.0,MEDIAS ES,android,4,/static/images/icons/N-05D.jpg,/static/images/phones/N-05D.jpg,0,0
N-05E,2,1.5,Qualcomm Snapdragon S4 MSM8960,960.0,4.3,540.0,n,NEC,1024.0,16384.0,MEDIAS W,android,4.1,/static/images/icons/N-05E.jpg,/static/images/phones/N-05E.jpg,0,0
N-06C,1,1.0,Qualcomm Snapdragon MSM8255,854.0,4.0,480.0,n,NEC,512.0,1024.0,MEDIAS WP,android,2.3,/static/images/icons/N-06C.jpg,/static/images/phones/N-06C.jpg,0,0
N-06E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280.0,4.7,720.0,n,NEC,2048.0,32768.0,MEDIAS X,android,4.2,/static/images/icons/N-06E.jpg,/static/images/phones/N-06E.jpg,0,0
N-07D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.3,720.0,n,NEC,1024.0,8192.0,MEDIAS X,android,4.1,/static/images/icons/N-07D.jpg,/static/images/phones/N-07D.jpg,0,0
NE-202,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.3,720.0,n,NEC,1024.0,8192.0,MEDIAS for BIGLOBE LTE,android,4,/static/images/icons/NE-202.jpg,/static/images/phones/NE-202.jpg,0,0
Nexus7,4,1.2,NVIDIA Tegra 3 Cortex-A9,1920.0,7.02,1200.0,as,ASUS,1024.0,32768.0,Nexus 7,android,4.3,/static/images/icons/Nexus7.jpg,/static/images/phones/Nexus7.jpg,0,0
Nexus_5,4,2.26,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,l,LG,2048.0,32768.0,Nexus 5,android,6,/static/images/icons/Nexus_5.jpg,/static/images/phones/Nexus_5.jpg,1,1
Nexus_5X,6,1.8,Qualcomm Snapdragon 808 MSM8992,1920.0,5.2,1080.0,l,LG,2048.0,32768.0,Nexus 5X,android,6,/static/images/icons/Nexus_5X.jpg,/static/images/phones/Nexus_5X.jpg,1,1
Nexus_5X_,6,1.8,Qualcomm Snapdragon 808 MSM8992,1920.0,5.2,1080.0,l,LG,2048.0,32768.0,Nexus 5X,android,6,/static/images/icons/Nexus_5X_.jpg,/static/images/phones/Nexus_5X_.jpg,1,1
Nexus_6,4,2.7,Qualcomm Snapdragon 805 APQ8084,2560.0,5.96,1440.0,m,Motorola,3072.0,65536.0,Nexus 6,android,6,/static/images/icons/Nexus_6.jpg,/static/images/phones/Nexus_6.jpg,1,1
Nexus_6P,8,2.0,Qualcomm Snapdragon 810 MSM8994,2560.0,5.7,1440.0,hw,Huawei,3072.0,65536.0,Nexus 6P,android,6,/static/images/icons/Nexus_6P.jpg,/static/images/phones/Nexus_6P.jpg,1,1
Nexus_7_2012,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,7.0,800.0,as,ASUS,1024.0,8192.0,Nexus 7 (2012),android,4.3,/static/images/icons/Nexus_7_2012.jpg,/static/images/phones/Nexus_7_2012.jpg,0,0
Nexus_7_2013,4,1.51,Krait 300,1920.0,7.02,1200.0,as,ASUS,2048.0,16384.0,Nexus 7 (2013),android,4.3,/static/images/icons/Nexus_7_2013.jpg,/static/images/phones/Nexus_7_2013.jpg,1,1
Nexus_9,2,2.3,Nvidia Tegra K1 64 bits,2048.0,8.9,1536.0,,HTC,2048.0,16384.0,Nexus 9,android,5,/static/images/icons/Nexus_9.jpg,/static/images/phones/Nexus_9.jpg,1,0
P-02D,2,1.0,Texas Instruments OMAP4430,960.0,4.0,540.0,p,Panasonic,1024.0,2048.0,LUMIX Phone,android,4,/static/images/icons/P-02D.jpg,/static/images/phones/P-02D.jpg,0,0
P-02E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1920.0,5.0,1080.0,p,Panasonic,2048.0,32768.0,ELUGA X,android,4.1,/static/images/icons/P-02E.jpg,/static/images/phones/P-02E.jpg,1,0
P-03E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1920.0,4.7,1080.0,p,Panasonic,2048.0,32768.0,ELUGA P,android,4.2,/static/images/icons/P-03E.jpg,/static/images/phones/P-03E.jpg,0,0
P-04D,2,1.0,Texas Instruments OMAP4430,960.0,4.3,540.0,p,Panasonic,1024.0,16384.0,P-04D,android,4,/static/images/icons/P-04D.jpg,/static/images/phones/P-04D.jpg,0,0
P-05D,2,1.0,Texas Instruments OMAP4430,960.0,4.3,540.0,p,Panasonic,1024.0,16384.0,Disney Mobile on docomo,android,4,/static/images/icons/P-05D.jpg,/static/images/phones/P-05D.jpg,0,0
P-06D,2,1.5,Texas Instruments OMAP4460,1280.0,4.6,720.0,p,Panasonic,1024.0,8192.0,ELUGA V,android,4,/static/images/icons/P-06D.jpg,/static/images/phones/P-06D.jpg,0,0
P-07C,1,1.0,Texas Instruments OMAP3630,854.0,4.3,480.0,p,Panasonic,512.0,1024.0,P-07C,android,2.3,/static/images/icons/P-07C.jpg,/static/images/phones/P-07C.jpg,0,0
P-07D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,5.0,720.0,p,Panasonic,1024.0,8192.0,ELUGA power,android,4,/static/images/icons/P-07D.jpg,/static/images/phones/P-07D.jpg,0,0
P8lite,8,1.2,Hisilicon Kirin620,1280.0,5.0,720.0,hw,Huawei,2048.0,16384.0,P8lite,android,5,/static/images/icons/P8lite.jpg,/static/images/phones/P8lite.jpg,0,0
P8max,8,2.2,Hisilicon Kirin935,1920.0,6.8,1080.0,hw,Huawei,3072.0,32768.0,P8max,android,5.1,/static/images/icons/P8max.jpg,/static/images/phones/P8max.jpg,1,1
PTL21,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.3,720.0,pt,Pantech,1024.0,16384.0,VEGA,android,4.1,/static/images/icons/PTL21.jpg,/static/images/phones/PTL21.jpg,0,0
PolaSma,4,1.3,Cortex-A7,960.0,5.0,540.0,po,Polaroid,1024.0,4096.0,PolaSma,android,4.2,/static/images/icons/PolaSma.jpg,/static/images/phones/PolaSma.jpg,0,0
S301,4,1.2,Qualcomm Snapdragon 410 MSM8916,960.0,5.0,540.0,k,KYOCERA,1024.0,8192.0,S301,android,4.4,/static/images/icons/S301.jpg,/static/images/phones/S301.jpg,0,0
SC-01F,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.7,1080.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note 3,android,5,/static/images/icons/SC-01F.jpg,/static/images/phones/SC-01F.jpg,1,1
SC-01G,4,2.7,Qualcomm Snapdragon 805 APQ8084,2560.0,5.6,1600.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note Edge,android,5,/static/images/icons/SC-01G.jpg,/static/images/phones/SC-01G.jpg,1,1
SC-01H,4,1.2,Qualcomm Snapdragon 410 MSM8916,800.0,4.5,480.0,sc,SAMSUNG,2048.0,16384.0,Galaxy Active neo ,android,5.1,/static/images/icons/SC-01H.jpg,/static/images/phones/SC-01H.jpg,0,0
SC-02B,1,1.0,Samsung S5PC110,800.0,4.0,480.0,sc,SAMSUNG,512.0,16896.0,GALAXY S,android,2.3,/static/images/icons/SC-02B.jpg,/static/images/phones/SC-02B.jpg,0,0
SC-02C,2,1.2,Samsung S5PC210,800.0,4.3,480.0,sc,SAMSUNG,1024.0,16384.0,GALAXY S II,android,4,/static/images/icons/SC-02C.jpg,/static/images/phones/SC-02C.jpg,0,0
SC-02E,4,1.6,Samsung Exynos4412,1280.0,5.5,720.0,sc,SAMSUNG,2048.0,32768.0,GALAXY Note II,android,4.3,/static/images/icons/SC-02E.jpg,/static/images/phones/SC-02E.jpg,1,1
SC-02F,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sc,SAMSUNG,3072.0,32768.0,GALAXY J,android,5,/static/images/icons/SC-02F.jpg,/static/images/phones/SC-02F.jpg,1,1
SC-02G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.1,1080.0,sc,SAMSUNG,2048.0,16384.0,GALAXY S5 ACTIVE,android,5,/static/images/icons/SC-02G.jpg,/static/images/phones/SC-02G.jpg,1,1
SC-03D,2,1.5,Qualcomm Snapdragon APQ8060,800.0,4.5,480.0,sc,SAMSUNG,1024.0,16384.0,GALAXY S II LTE,android,4,/static/images/icons/SC-03D.jpg,/static/images/phones/SC-03D.jpg,0,0
SC-03E,4,1.6,Samsung Exynos4412,1280.0,4.8,720.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S III α,android,4.3,/static/images/icons/SC-03E.jpg,/static/images/phones/SC-03E.jpg,0,0
SC-03G,4,2.3,Krait 400,2560.0,8.4,1600.0,,Samsung,3072.0,16384.0,GALAXY Tab S 8.4,android,4.4.2,/static/images/icons/SC-03G.jpg,/static/images/phones/SC-03G.jpg,1,1
SC-04D,2,1.2,Texas Instruments OMAP4460,1280.0,4.7,720.0,sc,SAMSUNG,1024.0,16384.0,GALAXY NEXUS,android,4.2,/static/images/icons/SC-04D.jpg,/static/images/phones/SC-04D.jpg,0,0
SC-04E,4,1.9,Qualcomm Snapdragon 600 APQ8064T,1920.0,5.0,1080.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S4,android,5,/static/images/icons/SC-04E.jpg,/static/images/phones/SC-04E.jpg,1,1
SC-04F,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.1,1080.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S5,android,5,/static/images/icons/SC-04F.jpg,/static/images/phones/SC-04F.jpg,1,1
SC-04G,8,2.1,Exynos7420,2560.0,5.1,1440.0,sc,SAMSUNG,3072.0,65536.0,Galaxy S6 edge,android,5,/static/images/icons/SC-04G.jpg,/static/images/phones/SC-04G.jpg,1,1
SC-05D,2,1.5,Qualcomm Snapdragon APQ8060,1280.0,5.3,800.0,sc,SAMSUNG,1024.0,16384.0,GALAXY Note,android,4.1,/static/images/icons/SC-05D.jpg,/static/images/phones/SC-05D.jpg,0,0
SC-05G,8,2.1,Exynos7420,2560.0,5.1,1440.0,sc,SAMSUNG,3072.0,32768.0,Galaxy S6,android,5,/static/images/icons/SC-05G.jpg,/static/images/phones/SC-05G.jpg,1,1
SC-06D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.8,720.0,sc,SAMSUNG,2048.0,32768.0,Galaxy S III,android,4.1,/static/images/icons/SC-06D.jpg,/static/images/phones/SC-06D.jpg,0,0
SCL21,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.8,720.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S III Progre,android,4.1,/static/images/icons/SCL21.jpg,/static/images/phones/SCL21.jpg,0,0
SCL22,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.7,1080.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note 3,android,5,/static/images/icons/SCL22.jpg,/static/images/phones/SCL22.jpg,1,1
SCL23,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.1,1080.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S5,android,5,/static/images/icons/SCL23.jpg,/static/images/phones/SCL23.jpg,1,1
SCL24,4,2.7,Qualcomm Snapdragon 805 APQ8084,2560.0,5.6,1600.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note Edge,android,4.4,/static/images/icons/SCL24.jpg,/static/images/phones/SCL24.jpg,1,1
SCV31,8,2.1,Exynos7420,2560.0,5.1,1440.0,sc,SAMSUNG,3072.0,65536.0,Galaxy S6 edge,android,5,/static/images/icons/SCV31.jpg,/static/images/phones/SCV31.jpg,1,1
SCV32,8,1.9,Exynos5433,1920.0,5.7,1080.0,sc,SAMSUNG,2048.0,32768.0,Galaxy A8,android,5.1,/static/images/icons/SCV32.jpg,/static/images/phones/SCV32.jpg,1,1
SD4930UR,4,2.26,Krait 400,1280.0,4.7,720.0,,Amazon,2048.0,32768.0,Fire Phone,android,4.2.2,/static/images/icons/SD4930UR.jpg,/static/images/phones/SD4930UR.jpg,0,0
SGP511,4,2.3,Snapdragon 801,1200.0,10.1,1920.0,,SONY,3072.0,16384.0,Xperia Z2 Tablet,android,4.4.2,/static/images/icons/SGP511.jpg,/static/images/phones/SGP511.jpg,1,1
SH-01D,2,1.0,Texas Instruments OMAP4430,1280.0,4.5,720.0,sh,SHARP,1024.0,2048.0,AQUOS Phone,android,4,/static/images/icons/SH-01D.jpg,/static/images/phones/SH-01D.jpg,0,0
SH-01E,2,1.5,Qualcomm Snapdragon MSM8960,960.0,4.1,540.0,sh,SHARP,1024.0,16384.0,AQUOS PHONE si,android,4.1,/static/images/icons/SH-01E.jpg,/static/images/phones/SH-01E.jpg,0,0
SH-01E_Vivienne_Westwood,2,1.5,Qualcomm Snapdragon MSM8960,960.0,4.1,540.0,sh,SHARP,1024.0,16384.0,SH-01E,android,4.1,/static/images/icons/SH-01E_Vivienne_Westwood.jpg,/static/images/phones/SH-01E_Vivienne_Westwood.jpg,0,0
SH-01F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE ZETA,android,4.4,/static/images/icons/SH-01F.jpg,/static/images/phones/SH-01F.jpg,1,1
SH-01F_DRAGON_QUEST,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sh,SHARP,2048.0,32768.0,SH-01F,android,4.2,/static/images/icons/SH-01F_DRAGON_QUEST.jpg,/static/images/phones/SH-01F_DRAGON_QUEST.jpg,1,1
SH-01G,4,2.3,Qualcomm、Snapdragon 801 MSM8974AB,1920.0,5.5,1080.0,sh,SHARP,2048.0,32768.0,AQUOS ZETA,android,5,/static/images/icons/SH-01G.jpg,/static/images/phones/SH-01G.jpg,1,1
SH-01H,6,1.8,Qualcomm Snapdragon 808 MSM8992,1920.0,5.3,1080.0,sh,SHARP,3072.0,32768.0,AQUOS ZETA,android,5.1,/static/images/icons/SH-01H.jpg,/static/images/phones/SH-01H.jpg,1,1
SH-02E,4,1.5,Qualcomm Snapdragon APQ8064,1280.0,4.9,720.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE ZETA,android,4.1,/static/images/icons/SH-02E.jpg,/static/images/phones/SH-02E.jpg,0,0
